ID,TILENAME,DESCRIPTION,PAGEID,ICONID,PARENTID,ROLEID,SORTID,CREATEDBY
335c7bcd-b826-4f14-a788-e0bf6738617a,Meine Aufgaben,Übersicht Ihrer Aufgaben mit Vorschlägen zur optimalen Bearbeitung.,arbeitsvorrat,app-icon-calendar,GETMAINTLS,cockpit,1,admin
